DISTRICTCODE,Date,TINF,TREC,TDEC
1,22-04-2021,15132,14389,141
2,22-04-2021,44477,39974,631
3,22-04-2021,29676,27772,356
4,22-04-2021,23584,20469,202
5,22-04-2021,598919,455655,5450
6,22-04-2021,14718,11439,222
7,22-04-2021,8545,7435,127
8,22-04-2021,16324,14522,128
9,22-04-2021,15650,14527,143
10,22-04-2021,16284,15526,70
11,22-04-2021,39718,36145,743
12,22-04-2021,24159,22769,264
13,22-04-2021,26396,23655,661
14,22-04-2021,11877,11320,141
15,22-04-2021,33869,30283,439
16,22-04-2021,11558,11041,194
17,22-04-2021,32295,26184,410
18,22-04-2021,7273,6506,78
19,22-04-2021,13348,11533,187
20,22-04-2021,15337,14110,282
21,22-04-2021,23746,21237,174
22,22-04-2021,64811,58687,1136
23,22-04-2021,16565,14711,160
24,22-04-2021,8834,7850,84
25,22-04-2021,24720,22865,358
26,22-04-2021,35450,28334,427
27,22-04-2021,27757,26397,194
28,22-04-2021,16729,15778,192
29,22-04-2021,18049,15673,219
30,22-04-2021,12161,11038,69
31,22-04-2021,36,33,3
1,23-04-2021,15220,14414,141
2,23-04-2021,45172,40013,637
3,23-04-2021,29896,27841,358
4,23-04-2021,24172,20548,206
5,23-04-2021,615581,460382,5574
6,23-04-2021,15134,11750,224
7,23-04-2021,8794,7513,129
8,23-04-2021,16795,14666,130
9,23-04-2021,15879,14546,144
10,23-04-2021,16417,15592,70
11,23-04-2021,40203,36268,743
12,23-04-2021,24359,22829,264
13,23-04-2021,26868,23798,666
14,23-04-2021,11951,11350,141
15,23-04-2021,34117,30431,447
16,23-04-2021,11632,11099,198
17,23-04-2021,33037,26394,417
18,23-04-2021,7568,6541,78
19,23-04-2021,13852,11679,192
20,23-04-2021,15421,14172,282
21,23-04-2021,24265,21378,178
22,23-04-2021,65456,59289,1140
23,23-04-2021,16993,14784,160
24,23-04-2021,9040,7902,85
25,23-04-2021,24945,22961,359
26,23-04-2021,36454,29076,432
27,23-04-2021,28039,26579,194
28,23-04-2021,16910,15797,192
29,23-04-2021,18478,15848,221
30,23-04-2021,12275,11081,70
31,23-04-2021,36,33,3
1,24-04-2021,15325,14466,141
2,24-04-2021,45903,40216,640
3,24-04-2021,30209,27992,359
4,24-04-2021,24856,20680,209
5,24-04-2021,632923,465028,5723
6,24-04-2021,15499,12054,224
7,24-04-2021,9089,7622,130
8,24-04-2021,17301,14809,131
9,24-04-2021,16064,14588,145
10,24-04-2021,16531,15650,70
11,24-04-2021,40720,36396,745
12,24-04-2021,24613,22950,266
13,24-04-2021,27253,24036,671
14,24-04-2021,12027,11401,141
15,24-04-2021,34940,30569,449
16,24-04-2021,11724,11138,201
17,24-04-2021,33828,26683,425
18,24-04-2021,7764,6609,80
19,24-04-2021,14225,11858,198
20,24-04-2021,15687,14231,282
21,24-04-2021,24953,21594,181
22,24-04-2021,65992,59926,1144
23,24-04-2021,17490,14849,162
24,24-04-2021,9425,8007,85
25,24-04-2021,25211,23063,362
26,24-04-2021,38013,29390,435
27,24-04-2021,28442,26756,194
28,24-04-2021,17095,15868,194
29,24-04-2021,18889,16007,223
30,24-04-2021,12370,11143,70
31,24-04-2021,36,33,3
1,25-04-2021,15715,14534,141
2,25-04-2021,46635,40443,656
3,25-04-2021,30545,28117,359
4,25-04-2021,25720,20829,209
5,25-04-2021,653656,467313,5800
6,25-04-2021,15905,12322,226
7,25-04-2021,9373,7703,131
8,25-04-2021,17735,14922,131
9,25-04-2021,16311,14660,145
10,25-04-2021,16631,15699,71
11,25-04-2021,41284,36561,746
12,25-04-2021,24855,23046,267
13,25-04-2021,27799,24311,677
14,25-04-2021,12103,11464,141
15,25-04-2021,35708,30718,453
16,25-04-2021,11823,11190,203
17,25-04-2021,34454,26935,432
18,25-04-2021,8841,6672,80
19,25-04-2021,15007,12055,200
20,25-04-2021,15839,14329,282
21,25-04-2021,25767,22002,184
22,25-04-2021,66692,60499,1153
23,25-04-2021,18133,14899,163
24,25-04-2021,9650,8101,85
25,25-04-2021,25629,23125,363
26,25-04-2021,39166,29737,441
27,25-04-2021,28761,27001,194
28,25-04-2021,17338,15938,195
29,25-04-2021,19357,16206,225
30,25-04-2021,12733,11230,70
31,25-04-2021,36,33,3
1,26-04-2021,16133,14623,142
2,26-04-2021,47421,40775,674
3,26-04-2021,30857,28299,359
4,26-04-2021,26225,20942,212
5,26-04-2021,670201,471626,5905
6,26-04-2021,16357,12634,230
7,26-04-2021,9640,7822,134
8,26-04-2021,18179,15088,131
9,26-04-2021,16714,14846,147
10,26-04-2021,16735,15783,71
11,26-04-2021,41579,36799,746
12,26-04-2021,24960,23227,267
13,26-04-2021,28232,24608,682
14,26-04-2021,12200,11525,141
15,26-04-2021,36455,30955,463
16,26-04-2021,11901,11225,207
17,26-04-2021,35326,27734,439
18,26-04-2021,9152,6746,80
19,26-04-2021,15428,12324,205
20,26-04-2021,16121,14475,282
21,26-04-2021,26696,22357,193
22,26-04-2021,68255,61201,1160
23,26-04-2021,18742,15003,164
24,26-04-2021,9818,8238,90
25,26-04-2021,25879,23193,364
26,26-04-2021,40363,29928,445
27,26-04-2021,29173,27291,194
28,26-04-2021,17528,16057,198
29,26-04-2021,19742,16525,225
30,26-04-2021,12897,11375,74
31,26-04-2021,36,33,3
1,27-04-2021,16416,14702,143
2,27-04-2021,48328,41047,692
3,27-04-2021,31076,28552,360
4,27-04-2021,26824,21142,215
5,27-04-2021,687751,475525,6002
6,27-04-2021,16685,13138,235
7,27-04-2021,9852,7899,136
8,27-04-2021,18723,15216,132
9,27-04-2021,16989,14935,147
10,27-04-2021,16880,15881,71
11,27-04-2021,42065,37024,749
12,27-04-2021,25260,23405,268
13,27-04-2021,28655,24948,687
14,27-04-2021,12319,11585,141
15,27-04-2021,36958,31201,468
16,27-04-2021,12000,11265,210
17,27-04-2021,36098,28275,446
18,27-04-2021,9525,6831,80
19,27-04-2021,15976,12911,207
20,27-04-2021,16503,14549,282
21,27-04-2021,27433,22792,193
22,27-04-2021,70297,61880,1169
23,27-04-2021,19478,15088,165
24,27-04-2021,9987,8362,96
25,27-04-2021,26135,23318,366
26,27-04-2021,41559,30401,448
27,27-04-2021,29650,27563,194
28,27-04-2021,17733,16170,199
29,27-04-2021,20273,16902,229
30,27-04-2021,13311,11510,74
31,27-04-2021,36,33,3
1,28-04-2021,16749,14732,145
2,28-04-2021,49434,41363,700
3,28-04-2021,31436,28643,360
4,28-04-2021,27556,21288,217
5,28-04-2021,710347,480055,6139
6,28-04-2021,16954,13439,241
7,28-04-2021,10276,8105,139
8,28-04-2021,19406,15463,133
9,28-04-2021,17286,15089,152
10,28-04-2021,16990,15936,72
11,28-04-2021,42729,37280,753
12,28-04-2021,25456,23561,271
13,28-04-2021,29309,25130,691
14,28-04-2021,12448,11657,141
15,28-04-2021,37959,31531,469
16,28-04-2021,12036,11295,212
17,28-04-2021,36999,29027,449
18,28-04-2021,9913,6890,80
19,28-04-2021,17170,13603,211
20,28-04-2021,16947,14653,282
21,28-04-2021,28368,23108,202
22,28-04-2021,72056,62762,1180
23,28-04-2021,19989,15209,166
24,28-04-2021,10151,8500,101
25,28-04-2021,26468,23470,371
26,28-04-2021,42733,31198,453
27,28-04-2021,30314,27889,194
28,28-04-2021,18034,16243,199
29,28-04-2021,20667,17153,231
30,28-04-2021,13606,11578,79
31,28-04-2021,36,33,3
1,29-04-2021,17051,14921,146
2,29-04-2021,50330,41668,716
3,29-04-2021,31981,28799,360
4,29-04-2021,28685,21426,221
5,29-04-2021,729984,486183,6282
6,29-04-2021,17134,13677,246
7,29-04-2021,10635,8317,146
8,29-04-2021,19951,15767,136
9,29-04-2021,17528,15173,153
10,29-04-2021,17116,15998,74
11,29-04-2021,43904,37486,754
12,29-04-2021,25652,23743,271
13,29-04-2021,29736,25561,696
14,29-04-2021,12580,11744,141
15,29-04-2021,38583,31853,478
16,29-04-2021,12147,11344,218
17,29-04-2021,37956,29564,460
18,29-04-2021,10450,6967,80
19,29-04-2021,17706,13868,212
20,29-04-2021,17167,14712,282
21,29-04-2021,29307,23899,211
22,29-04-2021,73275,63717,1192
23,29-04-2021,20617,15400,166
24,29-04-2021,10334,8638,105
25,29-04-2021,26840,23638,374
26,29-04-2021,43928,31923,462
27,29-04-2021,30882,28328,196
28,29-04-2021,18411,16346,203
29,29-04-2021,21075,17570,235
30,29-04-2021,13865,11762,87
31,29-04-2021,36,33,3
1,30-04-2021,17285,15122,149
2,30-04-2021,51612,41980,727
3,30-04-2021,32495,29081,360
4,30-04-2021,29503,21637,221
5,30-04-2021,756740,491306,6375
6,30-04-2021,17581,13887,252
7,30-04-2021,11109,8556,152
8,30-04-2021,20530,16080,138
9,30-04-2021,18070,15373,155
10,30-04-2021,17260,16064,74
11,30-04-2021,45109,37866,755
12,30-04-2021,26090,23893,277
13,30-04-2021,30439,25985,703
14,30-04-2021,12702,11838,141
15,30-04-2021,39292,32261,497
16,30-04-2021,12237,11397,220
17,30-04-2021,39212,30352,466
18,30-04-2021,11059,7298,85
19,30-04-2021,18551,14508,215
20,30-04-2021,17423,14837,282
21,30-04-2021,30655,24713,216
22,30-04-2021,76775,64795,1205
23,30-04-2021,21350,15599,166
24,30-04-2021,10620,8784,110
25,30-04-2021,27513,23842,380
26,30-04-2021,45729,32727,468
27,30-04-2021,31542,28687,198
28,30-04-2021,18837,16521,208
29,30-04-2021,21596,18043,238
30,30-04-2021,14190,11844,87
31,30-04-2021,36,33,3
1,01-05-2021,17604,15422,152
2,01-05-2021,52775,42509,735
3,01-05-2021,33027,29372,360
4,01-05-2021,30443,21844,233
5,01-05-2021,776093,498562,6537
6,01-05-2021,17941,14215,253
7,01-05-2021,11657,8798,152
8,01-05-2021,21350,16400,139
9,01-05-2021,18570,15515,159
10,01-05-2021,17363,16116,77
11,01-05-2021,46042,38270,757
12,01-05-2021,26476,24096,283
13,01-05-2021,30979,26443,707
14,01-05-2021,12907,11958,141
15,01-05-2021,40082,32728,505
16,01-05-2021,12405,11528,222
17,01-05-2021,40619,31159,472
18,01-05-2021,11649,7539,88
19,01-05-2021,18991,14795,216
20,01-05-2021,18442,14998,282
21,01-05-2021,31890,25542,216
22,01-05-2021,79304,66219,1212
23,01-05-2021,21951,15809,168
24,01-05-2021,11197,8958,114
25,01-05-2021,28174,24152,386
26,01-05-2021,48037,33808,480
27,01-05-2021,32212,29127,198
28,01-05-2021,19524,16797,213
29,01-05-2021,21936,18606,242
30,01-05-2021,14456,11932,92
31,01-05-2021,36,33,3
1,02-05-2021,18295,15661,153
2,02-05-2021,53931,42874,753
3,02-05-2021,33399,29667,362
4,02-05-2021,30729,21976,238
5,02-05-2021,797292,508923,6601
6,02-05-2021,18525,14561,259
7,02-05-2021,11928,9106,167
8,02-05-2021,21796,16894,142
9,02-05-2021,18736,15743,161
10,02-05-2021,17515,16191,77
11,02-05-2021,47038,38683,758
12,02-05-2021,26793,24360,285
13,02-05-2021,31720,26938,710
14,02-05-2021,13025,12093,141
15,02-05-2021,40874,33377,516
16,02-05-2021,12562,11638,226
17,02-05-2021,41046,31697,479
18,02-05-2021,11895,7813,90
19,02-05-2021,19273,15199,221
20,02-05-2021,19009,15123,287
21,02-05-2021,32543,26377,221
22,02-05-2021,82054,67345,1220
23,02-05-2021,22396,16173,170
24,02-05-2021,11638,9174,122
25,02-05-2021,28794,24360,398
26,02-05-2021,49339,34506,493
27,02-05-2021,32625,29914,200
28,02-05-2021,20062,16973,220
29,02-05-2021,22239,18999,245
30,02-05-2021,14758,12027,93
31,02-05-2021,36,33,3
1,03-05-2021,18864,15891,158
2,03-05-2021,54921,43389,766
3,03-05-2021,33958,29881,362
4,03-05-2021,31544,22224,242
5,03-05-2021,819404,517770,6716
6,03-05-2021,18921,14885,262
7,03-05-2021,12652,9357,186
8,03-05-2021,22682,17349,147
9,03-05-2021,18942,15925,161
10,03-05-2021,17666,16261,81
11,03-05-2021,47831,39188,758
12,03-05-2021,26897,24584,288
13,03-05-2021,32741,27496,714
14,03-05-2021,13216,12238,141
15,03-05-2021,42547,33611,529
16,03-05-2021,12892,11732,228
17,03-05-2021,42129,32527,484
18,03-05-2021,12523,8235,90
19,03-05-2021,19929,16148,224
20,03-05-2021,19626,15280,287
21,03-05-2021,33910,27310,221
22,03-05-2021,84739,68950,1234
23,03-05-2021,22925,16546,172
24,03-05-2021,12130,9475,125
25,03-05-2021,29378,24579,405
26,03-05-2021,51700,35114,501
27,03-05-2021,33154,30463,201
28,03-05-2021,20838,17267,221
29,03-05-2021,22513,19451,249
30,03-05-2021,15095,12140,94
31,03-05-2021,36,33,3
1,04-05-2021,19540,16087,166
2,04-05-2021,56201,43946,793
3,04-05-2021,34573,30175,365
4,04-05-2021,32540,22481,245
5,04-05-2021,840274,531716,6845
6,04-05-2021,19324,15229,267
7,04-05-2021,13180,9586,194
8,04-05-2021,23321,17666,150
9,04-05-2021,19677,16164,164
10,04-05-2021,17881,16300,83
11,04-05-2021,48816,39638,762
12,04-05-2021,27174,24686,288
13,04-05-2021,33388,27954,718
14,04-05-2021,13407,12396,144
15,04-05-2021,44825,34407,534
16,04-05-2021,13300,11818,234
17,04-05-2021,43291,32776,488
18,04-05-2021,13266,8542,95
19,04-05-2021,20529,16912,224
20,04-05-2021,20211,15330,286
21,04-05-2021,35416,28067,227
22,04-05-2021,87032,69902,1244
23,04-05-2021,23742,16994,174
24,04-05-2021,12659,9643,129
25,04-05-2021,30181,24908,420
26,04-05-2021,53336,36212,515
27,04-05-2021,33710,30800,203
28,04-05-2021,21660,17560,229
29,04-05-2021,22892,19856,253
30,04-05-2021,15552,12229,96
31,04-05-2021,36,33,3
1,05-05-2021,20259,16329,169
2,05-05-2021,57128,44685,812
3,05-05-2021,35493,30373,367
4,05-05-2021,33573,22780,250
5,05-05-2021,863380,543059,7006
6,05-05-2021,19806,15614,275
7,05-05-2021,13722,9968,199
8,05-05-2021,24151,18084,155
9,05-05-2021,20686,16557,166
10,05-05-2021,18033,16359,84
11,05-05-2021,50345,40246,766
12,05-05-2021,27722,24898,290
13,05-05-2021,34418,28246,726
14,05-05-2021,13596,12521,147
15,05-05-2021,46429,35150,545
16,05-05-2021,13524,11907,238
17,05-05-2021,44388,33661,503
18,05-05-2021,14034,8761,95
19,05-05-2021,21644,17423,229
20,05-05-2021,20393,15508,286
21,05-05-2021,37037,28477,246
22,05-05-2021,89822,71977,1254
23,05-05-2021,24169,17559,177
24,05-05-2021,13134,9765,131
25,05-05-2021,30883,25256,435
26,05-05-2021,55671,39726,527
27,05-05-2021,35365,31233,206
28,05-05-2021,22509,17930,244
29,05-05-2021,23405,20187,257
30,05-05-2021,16291,12582,96
31,05-05-2021,36,33,3
1,06-05-2021,20914,16731,176
2,06-05-2021,58050,45347,838
3,06-05-2021,36336,30740,368
4,06-05-2021,34536,23200,258
5,06-05-2021,887086,547208,7145
6,06-05-2021,20142,15880,279
7,06-05-2021,14429,10346,204
8,06-05-2021,24760,18445,158
9,06-05-2021,21138,16831,166
10,06-05-2021,18159,16435,84
11,06-05-2021,51536,40517,771
12,06-05-2021,28394,25171,293
13,06-05-2021,35242,28990,732
14,06-05-2021,13787,12651,149
15,06-05-2021,47832,35985,554
16,06-05-2021,13760,12021,241
17,06-05-2021,46040,34225,517
18,06-05-2021,14731,9006,107
19,06-05-2021,22400,18164,229
20,06-05-2021,20750,15664,286
21,06-05-2021,38338,29668,248
22,06-05-2021,92353,74318,1272
23,06-05-2021,24988,18137,180
24,06-05-2021,13547,10021,140
25,06-05-2021,31518,25513,451
26,06-05-2021,58089,41289,541
27,06-05-2021,36891,31617,211
28,06-05-2021,23243,18347,250
29,06-05-2021,24067,20572,263
30,06-05-2021,17012,12725,98
31,06-05-2021,36,33,3
1,07-05-2021,21575,16930,183
2,07-05-2021,59334,46012,862
3,07-05-2021,37301,31216,368
4,07-05-2021,35495,23646,270
5,07-05-2021,908462,558992,7491
6,07-05-2021,20579,16155,284
7,07-05-2021,15154,10735,211
8,07-05-2021,25494,18880,165
9,07-05-2021,21770,17128,170
10,07-05-2021,18285,16524,84
11,07-05-2021,53169,41428,778
12,07-05-2021,28932,25429,295
13,07-05-2021,36184,29902,739
14,07-05-2021,14035,12809,152
15,07-05-2021,50254,36473,574
16,07-05-2021,13974,12336,250
17,07-05-2021,47762,35104,536
18,07-05-2021,15353,9876,117
19,07-05-2021,23228,18827,231
20,07-05-2021,21273,15730,286
21,07-05-2021,39448,31052,259
22,07-05-2021,94599,76668,1294
23,07-05-2021,25750,18645,184
24,07-05-2021,14048,10233,150
25,07-05-2021,32081,25758,465
26,07-05-2021,61129,42760,556
27,07-05-2021,37867,32400,217
28,07-05-2021,24076,18742,262
29,07-05-2021,24512,20887,269
30,07-05-2021,17726,13110,99
31,07-05-2021,36,33,3
1,08-05-2021,23138,17266,186
2,08-05-2021,60274,46641,887
3,08-05-2021,38292,31542,370
4,08-05-2021,36453,24063,277
5,08-05-2021,929996,577465,7776
6,08-05-2021,20890,16340,290
7,08-05-2021,15845,11227,213
8,08-05-2021,26205,19294,171
9,08-05-2021,22126,17368,173
10,08-05-2021,18451,16665,85
11,08-05-2021,54682,42180,781
12,08-05-2021,29255,25801,296
13,08-05-2021,37149,30714,741
14,08-05-2021,14376,12989,154
15,08-05-2021,51250,37483,587
16,08-05-2021,14143,12591,260
17,08-05-2021,49423,35756,547
18,08-05-2021,16118,10669,121
19,08-05-2021,24131,19242,236
20,08-05-2021,21873,15993,286
21,08-05-2021,40673,32379,266
22,08-05-2021,96893,79152,1314
23,08-05-2021,26644,19203,188
24,08-05-2021,14455,10463,157
25,08-05-2021,32628,26114,478
26,08-05-2021,63548,43927,568
27,08-05-2021,38910,32727,228
28,08-05-2021,25110,19464,273
29,08-05-2021,25037,21177,272
30,08-05-2021,18444,13373,102
31,08-05-2021,36,33,3
1,09-05-2021,24453,17528,191
2,09-05-2021,62415,47148,908
3,09-05-2021,38905,31846,372
4,09-05-2021,37519,24431,277
5,09-05-2021,950893,592465,8057
6,09-05-2021,21203,16665,297
7,09-05-2021,16775,11788,228
8,09-05-2021,26862,19745,175
9,09-05-2021,22708,17905,175
10,09-05-2021,18562,16772,86
11,09-05-2021,56376,43034,783
12,09-05-2021,29708,26194,301
13,09-05-2021,37926,31540,745
14,09-05-2021,14744,13192,157
15,09-05-2021,53599,38102,595
16,09-05-2021,14513,12739,268
17,09-05-2021,50485,36334,559
18,09-05-2021,16694,11282,128
19,09-05-2021,24555,19793,239
20,09-05-2021,22164,16168,286
21,09-05-2021,42632,34006,275
22,09-05-2021,98747,81819,1327
23,09-05-2021,27346,19871,193
24,09-05-2021,15059,10734,170
25,09-05-2021,33278,26770,495
26,09-05-2021,65549,45012,585
27,09-05-2021,39872,33270,233
28,09-05-2021,26027,19881,282
29,09-05-2021,25634,21449,278
30,09-05-2021,19139,13581,108
31,09-05-2021,36,33,3
1,10-05-2021,25421,17989,206
2,10-05-2021,63388,47607,934
3,10-05-2021,39641,32377,374
4,10-05-2021,38223,24826,284
5,10-05-2021,967640,606754,8431
6,10-05-2021,21508,17232,301
7,10-05-2021,17398,12399,235
8,10-05-2021,27461,20250,180
9,10-05-2021,23070,18404,180
10,10-05-2021,18734,16899,88
11,10-05-2021,57551,44019,788
12,10-05-2021,29905,26495,304
13,10-05-2021,38932,32431,753
14,10-05-2021,15076,13417,159
15,10-05-2021,55399,38730,617
16,10-05-2021,14727,12984,280
17,10-05-2021,51473,36613,562
18,10-05-2021,17228,11878,137
19,10-05-2021,25310,20558,247
20,10-05-2021,22576,16309,286
21,10-05-2021,43765,35351,287
22,10-05-2021,100284,84525,1334
23,10-05-2021,27928,20398,196
24,10-05-2021,15396,10984,177
25,10-05-2021,34098,27337,506
26,10-05-2021,67717,46157,600
27,10-05-2021,40727,33912,235
28,10-05-2021,26912,20544,293
29,10-05-2021,26293,22002,284
30,10-05-2021,19866,13871,111
31,10-05-2021,36,33,3
1,11-05-2021,26097,18909,209
2,11-05-2021,64946,48351,962
3,11-05-2021,40396,32748,376
4,11-05-2021,38911,25239,298
5,11-05-2021,983519,612132,8690
6,11-05-2021,21666,17880,308
7,11-05-2021,17809,12796,247
8,11-05-2021,28070,20857,186
9,11-05-2021,23607,18470,185
10,11-05-2021,18927,17000,93
11,11-05-2021,58466,45043,793
12,11-05-2021,30117,26602,307
13,11-05-2021,39672,33447,759
14,11-05-2021,15532,13629,162
15,11-05-2021,56053,39048,633
16,11-05-2021,15192,13132,285
17,11-05-2021,52444,36702,567
18,11-05-2021,18120,12519,144
19,11-05-2021,26223,21433,250
20,11-05-2021,22990,16470,289
21,11-05-2021,45124,36605,290
22,11-05-2021,102454,85960,1346
23,11-05-2021,28691,21176,199
24,11-05-2021,15836,11666,180
25,11-05-2021,35206,28014,516
26,11-05-2021,70213,47363,616
27,11-05-2021,41810,34697,238
28,11-05-2021,27996,21305,311
29,11-05-2021,26778,22541,292
30,11-05-2021,20292,14102,118
31,11-05-2021,36,33,3
1,12-05-2021,26707,19740,211
2,12-05-2021,66769,49039,979
3,12-05-2021,41252,32947,378
4,12-05-2021,40049,25699,310
5,12-05-2021,999805,630221,8964
6,12-05-2021,21947,18320,315
7,12-05-2021,18326,13477,255
8,12-05-2021,28624,21461,192
9,12-05-2021,24253,18674,187
10,12-05-2021,19119,17117,95
11,12-05-2021,59543,46073,795
12,12-05-2021,30479,26928,308
13,12-05-2021,40576,34087,767
14,12-05-2021,15879,13909,166
15,12-05-2021,57625,40509,652
16,12-05-2021,15381,13255,295
17,12-05-2021,53090,37003,590
18,12-05-2021,18798,12816,154
19,12-05-2021,27038,22173,252
20,12-05-2021,23268,17010,301
21,12-05-2021,46347,37546,300
22,12-05-2021,104227,86842,1355
23,12-05-2021,28980,21430,202
24,12-05-2021,15971,12072,185
25,12-05-2021,36331,28840,542
26,12-05-2021,72573,48624,630
27,12-05-2021,42729,35534,244
28,12-05-2021,28956,22056,319
29,12-05-2021,27468,22822,300
30,12-05-2021,21045,14364,122
31,12-05-2021,36,33,3
1,13-05-2021,27227,19954,211
2,13-05-2021,68634,49668,993
3,13-05-2021,41965,33234,378
4,13-05-2021,41128,26229,323
5,13-05-2021,1014996,646305,9125
6,13-05-2021,22204,18817,319
7,13-05-2021,19168,14129,260
8,13-05-2021,28978,21956,198
9,13-05-2021,24698,19404,188
10,13-05-2021,19411,17274,96
11,13-05-2021,60355,46984,800
12,13-05-2021,30973,27681,308
13,13-05-2021,41313,34944,776
14,13-05-2021,16309,14205,171
15,13-05-2021,58417,41767,662
16,13-05-2021,15541,13473,304
17,13-05-2021,53587,37389,591
18,13-05-2021,19223,13477,159
19,13-05-2021,27526,22324,255
20,13-05-2021,23705,17572,305
21,13-05-2021,47500,38946,311
22,13-05-2021,105487,88091,1370
23,13-05-2021,29150,21894,206
24,13-05-2021,16489,12541,189
25,13-05-2021,37211,29537,552
26,13-05-2021,74371,49692,641
27,13-05-2021,43620,36264,250
28,13-05-2021,29747,22808,333
29,13-05-2021,27799,23413,308
30,13-05-2021,21720,14673,127
31,13-05-2021,36,33,3
1,14-05-2021,28000,20545,225
2,14-05-2021,71055,50526,1019
3,14-05-2021,43557,33592,382
4,14-05-2021,41835,27181,335
5,14-05-2021,1029312,659203,9246
6,14-05-2021,22427,19225,323
7,14-05-2021,19881,14704,266
8,14-05-2021,29654,22503,203
9,14-05-2021,25533,20410,191
10,14-05-2021,19725,17354,98
11,14-05-2021,61570,47865,803
12,14-05-2021,31554,28132,309
13,14-05-2021,42142,35620,781
14,14-05-2021,16900,14496,175
15,14-05-2021,59756,44401,682
16,14-05-2021,15833,13703,313
17,14-05-2021,54516,38068,612
18,14-05-2021,19762,14147,167
19,14-05-2021,27832,22470,256
20,14-05-2021,24200,18249,311
21,14-05-2021,48885,40160,324
22,14-05-2021,107827,91715,1382
23,14-05-2021,30213,22537,209
24,14-05-2021,16948,12919,202
25,14-05-2021,38256,30279,557
26,14-05-2021,77039,50552,660
27,14-05-2021,44839,36970,253
28,14-05-2021,30534,23598,348
29,14-05-2021,28243,23834,317
30,14-05-2021,22403,15566,133
31,14-05-2021,36,33,3
1,15-05-2021,28584,21592,239
2,15-05-2021,72677,54112,1047
3,15-05-2021,45059,34206,389
4,15-05-2021,43100,28499,345
5,15-05-2021,1042714,666582,9340
6,15-05-2021,22612,19510,329
7,15-05-2021,20416,15497,274
8,15-05-2021,30249,23242,208
9,15-05-2021,26626,20862,194
10,15-05-2021,20179,17561,102
11,15-05-2021,63357,49355,806
12,15-05-2021,31846,28619,311
13,15-05-2021,43043,36554,789
14,15-05-2021,17359,14769,179
15,15-05-2021,62199,46014,693
16,15-05-2021,16100,13985,319
17,15-05-2021,55348,39714,633
18,15-05-2021,20245,14792,171
19,15-05-2021,28610,22622,261
20,15-05-2021,24830,18902,321
21,15-05-2021,50073,41362,334
22,15-05-2021,110316,94053,1397
23,15-05-2021,30680,22814,213
24,15-05-2021,17472,13276,208
25,15-05-2021,39337,30926,572
26,15-05-2021,79341,51786,678
27,15-05-2021,45985,38466,260
28,15-05-2021,31760,24533,352
29,15-05-2021,29032,24514,326
30,15-05-2021,22746,16230,141
31,15-05-2021,36,33,3
1,16-05-2021,29015,22081,241
2,16-05-2021,74406,54991,1073
3,16-05-2021,46821,34306,393
4,16-05-2021,44182,29031,362
5,16-05-2021,1051058,680194,9483
6,16-05-2021,22741,20060,335
7,16-05-2021,20856,16316,282
8,16-05-2021,30807,24165,214
9,16-05-2021,27589,21490,197
10,16-05-2021,20819,17702,106
11,16-05-2021,64314,50993,813
12,16-05-2021,33001,29033,312
13,16-05-2021,43980,37441,798
14,16-05-2021,17812,15078,183
15,16-05-2021,63381,47332,711
16,16-05-2021,16284,14171,330
17,16-05-2021,55993,41593,643
18,16-05-2021,20436,15481,179
19,16-05-2021,29179,22827,267
20,16-05-2021,25447,19341,332
21,16-05-2021,50782,42558,349
22,16-05-2021,112127,96281,1405
23,16-05-2021,31144,23749,217
24,16-05-2021,17875,13692,213
25,16-05-2021,39980,31477,586
26,16-05-2021,81479,52596,689
27,16-05-2021,46730,39662,265
28,16-05-2021,32847,25461,376
29,16-05-2021,29362,25418,335
30,16-05-2021,22979,16904,145
31,16-05-2021,36,33,3
1,17-05-2021,29320,22771,245
2,17-05-2021,76728,56265,1090
3,17-05-2021,48569,34406,399
4,17-05-2021,44608,29472,375
5,17-05-2021,1064396,690291,9722
6,17-05-2021,22913,20437,339
7,17-05-2021,21372,16916,290
8,17-05-2021,31606,25306,220
9,17-05-2021,28321,21843,200
10,17-05-2021,21226,17840,107
11,17-05-2021,65131,52649,819
12,17-05-2021,33748,29389,315
13,17-05-2021,44952,38122,803
14,17-05-2021,18287,15388,187
15,17-05-2021,65705,49838,740
16,17-05-2021,16426,14408,340
17,17-05-2021,56688,45144,658
18,17-05-2021,20878,16040,183
19,17-05-2021,29892,22988,275
20,17-05-2021,25917,19562,334
21,17-05-2021,51869,43868,359
22,17-05-2021,114107,98669,1410
23,17-05-2021,31706,24278,221
24,17-05-2021,18272,14115,219
25,17-05-2021,41302,31885,601
26,17-05-2021,83394,53488,703
27,17-05-2021,47627,40498,270
28,17-05-2021,34135,26565,391
29,17-05-2021,29595,26046,344
30,17-05-2021,23339,17572,151
31,17-05-2021,36,33,3
1,18-05-2021,29615,23834,246
2,18-05-2021,78527,57119,1118
3,18-05-2021,50687,35119,404
4,18-05-2021,45947,30126,394
5,18-05-2021,1073072,722086,10020
6,18-05-2021,23026,20801,343
7,18-05-2021,21717,17275,298
8,18-05-2021,31945,26411,225
9,18-05-2021,28722,22420,202
10,18-05-2021,21662,18002,108
11,18-05-2021,65908,54098,826
12,18-05-2021,34342,29576,319
13,18-05-2021,45921,38915,806
14,18-05-2021,18830,15631,192
15,18-05-2021,66539,51115,758
