Date,District,Infected,Recovered,Deceased
10-08-2022,Udupi,95941,95363,547
11-08-2022,Udupi,95949,95375,547
12-08-2022,Udupi,95956,95381,547
13-08-2022,Udupi,95964,95386,547
14-08-2022,Udupi,95972,95389,547
15-08-2022,Udupi,95977,95389,547
16-08-2022,Udupi,95982,95400,547
17-08-2022,Udupi,95988,95405,547
18-08-2022,Udupi,95999,95417,547
19-08-2022,Udupi,96006,95423,547
20-08-2022,Udupi,96019,95430,547
21-08-2022,Udupi,96029,95434,547
22-08-2022,Udupi,96036,95451,547
23-08-2022,Udupi,96043,95457,547
24-08-2022,Udupi,96052,95468,547
25-08-2022,Udupi,96059,95479,547
26-08-2022,Udupi,96074,95489,547
27-08-2022,Udupi,96089,95492,547
28-08-2022,Udupi,96097,95501,547
29-08-2022,Udupi,96108,95501,547
30-08-2022,Udupi,96114,95509,548
31-08-2022,Udupi,96125,95525,549
01-09-2022,Udupi,96128,95525,549
02-09-2022,Udupi,96148,95545,549
03-09-2022,Udupi,96161,95557,549
04-09-2022,Udupi,96175,95566,549
05-09-2022,Udupi,96190,95583,549
06-09-2022,Udupi,96193,95591,549
07-09-2022,Udupi,96201,95591,549
08-09-2022,Udupi,96206,95609,549
09-09-2022,Udupi,96211,95619,549
10-09-2022,Udupi,96221,95627,549
11-09-2022,Udupi,96228,95632,549
12-09-2022,Udupi,96233,95640,550
13-09-2022,Udupi,96236,95648,550
14-09-2022,Udupi,96244,95653,550
15-09-2022,Udupi,96252,95665,550
16-09-2022,Udupi,96259,95675,550
17-09-2022,Udupi,96266,95680,550
18-09-2022,Udupi,96271,95687,550
19-09-2022,Udupi,96281,95698,550
20-09-2022,Udupi,96284,95702,550
21-09-2022,Udupi,96287,95706,550
22-09-2022,Udupi,96292,95711,550
23-09-2022,Udupi,96297,95718,550
24-09-2022,Udupi,96299,95723,550
25-09-2022,Udupi,96307,95729,550
26-09-2022,Udupi,96311,95734,550
27-09-2022,Udupi,96309,95738,550
28-09-2022,Udupi,96317,95743,550
29-09-2022,Udupi,96329,95749,550
30-09-2022,Udupi,96332,95751,550
01-10-2022,Udupi,96337,95755,550
02-10-2022,Udupi,96342,95763,550
03-10-2022,Udupi,96343,95773,550
04-10-2022,Udupi,96346,95776,550
05-10-2022,Udupi,96347,95779,550
06-10-2022,Udupi,96352,95785,550
07-10-2022,Udupi,96354,95790,550
08-10-2022,Udupi,96357,95793,550
09-10-2022,Udupi,96364,95793,550
10-10-2022,Udupi,96368,95797,550
11-10-2022,Udupi,96369,95801,550
12-10-2022,Udupi,96378,95805,550
13-10-2022,Udupi,96384,95815,550
14-10-2022,Udupi,96389,95817,550
15-10-2022,Udupi,96391,95819,550
16-10-2022,Udupi,96394,95824,550
17-10-2022,Udupi,96395,95828,550
18-10-2022,Udupi,96398,95832,550
19-10-2022,Udupi,96402,95836,550
20-10-2022,Udupi,96405,95839,550
21-10-2022,Udupi,96414,95842,550
22-10-2022,Udupi,96416,95844,550
23-10-2022,Udupi,96417,95847,550
24-10-2022,Udupi,96418,95849,550
25-10-2022,Udupi,96419,95852,550
26-10-2022,Udupi,96421,95856,550
27-10-2022,Udupi,96424,95861,550
28-10-2022,Udupi,96424,95864,550
01-11-2022,Udupi,96432,95874,550
02-11-2022,Udupi,96432,95878,550
03-11-2022,Udupi,96432,95879,550
04-11-2022,Udupi,96432,95882,550
05-11-2022,Udupi,96433,95882,550
06-11-2022,Udupi,96438,95882,550
07-11-2022,Udupi,96441,95882,550
08-11-2022,Udupi,96441,95882,550
09-11-2022,Udupi,96441,95882,550
10-11-2022,Udupi,96442,95883,550
11-11-2022,Udupi,96442,95887,550
12-11-2022,Udupi,96444,95891,550
13-11-2022,Udupi,96444,95891,550
14-11-2022,Udupi,96444,95891,550
15-11-2022,Udupi,160875,159651,1223
16-11-2022,Udupi,160875,159651,1223
17-11-2022,Udupi,160875,159651,1223
18-11-2022,Udupi,160875,159651,1223
19-11-2022,Udupi,160875,159651,1223
20-11-2022,Udupi,160875,159651,1223
21-11-2022,Udupi,160875,159652,1223
22-11-2022,Udupi,160875,159652,1223
23-11-2022,Udupi,160875,159652,1223
24-11-2022,Udupi,160875,159652,1223
25-11-2022,Udupi,160875,159652,1223
26-11-2022,Udupi,160875,159652,1223
27-11-2022,Udupi,160875,159652,1223
28-11-2022,Udupi,160875,159652,1223
29-11-2022,Udupi,160875,159652,1223
30-11-2022,Udupi,160875,159652,1223
01-12-2022,Udupi,160875,159652,1223
02-12-2022,Udupi,160875,159652,1223
03-12-2022,Udupi,160875,159652,1223
04-12-2022,Udupi,160875,159652,1223
05-12-2022,Udupi,160875,159652,1223
06-12-2022,Udupi,160875,159652,1223
07-12-2022,Udupi,160875,159652,1223
08-12-2022,Udupi,160875,159652,1223
09-12-2022,Udupi,160875,159652,1223
10-12-2022,Udupi,160875,159652,1223
11-12-2022,Udupi,160875,159652,1223
12-12-2022,Udupi,160875,159652,1223
13-12-2022,Udupi,160875,159652,1223
14-12-2022,Udupi,160875,159652,1223
15-12-2022,Udupi,160875,159652,1223
16-12-2022,Udupi,160875,159652,1223
17-12-2022,Udupi,160875,159652,1223
18-12-2022,Udupi,160875,159652,1223
19-12-2022,Udupi,160875,159652,1223
20-12-2022,Udupi,160875,159652,1223
21-12-2022,Udupi,160875,159652,1223
22-12-2022,Udupi,160875,159652,1223
23-12-2022,Udupi,160875,159652,1223
24-12-2022,Udupi,160875,159652,1223
25-12-2022,Udupi,160875,159652,1223
26-12-2022,Udupi,160875,159652,1223
27-12-2022,Udupi,160875,159652,1223
28-12-2022,Udupi,160875,159652,1223
29-12-2022,Udupi,160876,159652,1223
30-12-2022,Udupi,160876,159652,1223
31-12-2022,Udupi,160876,159652,1223
01-01-2023,Udupi,160876,159652,1223
02-01-2023,Udupi,160876,159652,1223
03-01-2023,Udupi,160876,159652,1223
04-01-2023,Udupi,160876,159653,1223
05-01-2023,Udupi,160876,159653,1223
06-01-2023,Udupi,160876,159653,1223
07-01-2023,Udupi,160875,159652,1223
08-01-2023,Udupi,160876,159653,1223
09-01-2023,Udupi,160876,159653,1223
10-01-2023,Udupi,160876,159653,1223
11-01-2023,Udupi,160876,159653,1223
12-01-2023,Udupi,160876,159653,1223
13-01-2023,Udupi,160876,159653,1223
14-01-2023,Udupi,160876,159653,1223
15-01-2023,Udupi,160876,159653,1223
16-01-2023,Udupi,160876,159653,1223
17-01-2023,Udupi,160876,159653,1223
18-01-2023,Udupi,160877,159653,1223
19-01-2023,Udupi,160877,159653,1223
20-01-2023,Udupi,160877,159653,1223
21-01-2023,Udupi,160877,159653,1223
22-01-2023,Udupi,160877,159653,1223
23-01-2023,Udupi,160877,159653,1223
24-01-2023,Udupi,160877,159654,1223
25-01-2023,Udupi,160877,159654,1223
26-01-2023,Udupi,160877,159654,1223
27-01-2023,Udupi,160877,159654,1223
28-01-2023,Udupi,160878,159654,1223
29-01-2023,Udupi,160878,159654,1223
30-01-2023,Udupi,160878,159654,1223
31-01-2023,Udupi,160878,159654,1223
01-02-2023,Udupi,160878,159654,1223
22-03-2020,Uttara Kannada,1,0,0
23-03-2020,Uttara Kannada,1,0,0
24-03-2020,Uttara Kannada,2,0,0
25-03-2020,Uttara Kannada,2,0,0
26-03-2020,Uttara Kannada,2,0,0
27-03-2020,Uttara Kannada,3,0,0
28-03-2020,Uttara Kannada,7,0,0
29-03-2020,Uttara Kannada,7,0,0
30-03-2020,Uttara Kannada,7,0,0
31-03-2020,Uttara Kannada,8,0,0
01-04-2020,Uttara Kannada,8,0,0
02-04-2020,Uttara Kannada,8,0,0
03-04-2020,Uttara Kannada,8,0,0
04-04-2020,Uttara Kannada,8,0,0
05-04-2020,Uttara Kannada,8,0,0
06-04-2020,Uttara Kannada,8,0,0
07-04-2020,Uttara Kannada,8,0,0
08-04-2020,Uttara Kannada,9,2,0
09-04-2020,Uttara Kannada,9,2,0
10-04-2020,Uttara Kannada,9,2,0
11-04-2020,Uttara Kannada,9,2,0
12-04-2020,Uttara Kannada,9,2,0
13-04-2020,Uttara Kannada,9,2,0
14-04-2020,Uttara Kannada,11,3,0
15-04-2020,Uttara Kannada,11,8,0
16-04-2020,Uttara Kannada,11,8,0
17-04-2020,Uttara Kannada,11,8,0
18-04-2020,Uttara Kannada,11,9,0
19-04-2020,Uttara Kannada,11,9,0
20-04-2020,Uttara Kannada,11,9,0
21-04-2020,Uttara Kannada,11,9,0
22-04-2020,Uttara Kannada,11,9,0
23-04-2020,Uttara Kannada,11,9,0
24-04-2020,Uttara Kannada,11,10,0
25-04-2020,Uttara Kannada,11,10,0
26-04-2020,Uttara Kannada,11,10,0
27-04-2020,Uttara Kannada,11,10,0
28-04-2020,Uttara Kannada,11,10,0
29-04-2020,Uttara Kannada,11,10,0
30-04-2020,Uttara Kannada,11,10,0
01-05-2020,Uttara Kannada,11,11,0
02-05-2020,Uttara Kannada,11,11,0
03-05-2020,Uttara Kannada,11,11,0
04-05-2020,Uttara Kannada,11,11,0
05-05-2020,Uttara Kannada,12,11,0
06-05-2020,Uttara Kannada,12,11,0
07-05-2020,Uttara Kannada,12,11,0
08-05-2020,Uttara Kannada,24,11,0
09-05-2020,Uttara Kannada,32,11,0
10-05-2020,Uttara Kannada,39,11,0
11-05-2020,Uttara Kannada,39,11,0
12-05-2020,Uttara Kannada,39,11,0
13-05-2020,Uttara Kannada,41,11,0
14-05-2020,Uttara Kannada,41,11,0
15-05-2020,Uttara Kannada,41,11,0
16-05-2020,Uttara Kannada,41,11,0
17-05-2020,Uttara Kannada,42,11,0
18-05-2020,Uttara Kannada,51,11,0
19-05-2020,Uttara Kannada,55,12,0
20-05-2020,Uttara Kannada,56,12,0
21-05-2020,Uttara Kannada,63,12,0
22-05-2020,Uttara Kannada,64,12,0
23-05-2020,Uttara Kannada,66,12,0
24-05-2020,Uttara Kannada,68,32,0
25-05-2020,Uttara Kannada,69,33,0
26-05-2020,Uttara Kannada,69,40,0
27-05-2020,Uttara Kannada,75,41,0
28-05-2020,Uttara Kannada,75,41,0
29-05-2020,Uttara Kannada,75,43,0
30-05-2020,Uttara Kannada,77,43,0
31-05-2020,Uttara Kannada,82,43,0
01-06-2020,Uttara Kannada,82,43,0
02-06-2020,Uttara Kannada,82,48,0
03-06-2020,Uttara Kannada,82,49,0
04-06-2020,Uttara Kannada,85,49,0
05-06-2020,Uttara Kannada,92,49,0
06-06-2020,Uttara Kannada,94,58,0
07-06-2020,Uttara Kannada,96,64,0
08-06-2020,Uttara Kannada,96,64,0
09-06-2020,Uttara Kannada,96,72,0
10-06-2020,Uttara Kannada,96,82,0
11-06-2020,Uttara Kannada,99,82,0
12-06-2020,Uttara Kannada,103,85,0
13-06-2020,Uttara Kannada,108,85,0
14-06-2020,Uttara Kannada,114,93,0
15-06-2020,Uttara Kannada,114,93,0
16-06-2020,Uttara Kannada,120,93,0
17-06-2020,Uttara Kannada,123,93,0
18-06-2020,Uttara Kannada,125,93,0
19-06-2020,Uttara Kannada,126,93,0
20-06-2020,Uttara Kannada,130,93,0
21-06-2020,Uttara Kannada,138,99,0
22-06-2020,Uttara Kannada,144,106,0
23-06-2020,Uttara Kannada,147,112,0
24-06-2020,Uttara Kannada,156,112,0
25-06-2020,Uttara Kannada,167,122,0
26-06-2020,Uttara Kannada,173,122,0
27-06-2020,Uttara Kannada,175,131,0
28-06-2020,Uttara Kannada,189,142,0
29-06-2020,Uttara Kannada,213,143,0
30-06-2020,Uttara Kannada,253,143,0
01-07-2020,Uttara Kannada,276,143,0
02-07-2020,Uttara Kannada,293,143,1
03-07-2020,Uttara Kannada,298,151,1
04-07-2020,Uttara Kannada,333,159,1
05-07-2020,Uttara Kannada,354,159,1
06-07-2020,Uttara Kannada,435,165,1
07-07-2020,Uttara Kannada,470,170,1
08-07-2020,Uttara Kannada,489,172,1
09-07-2020,Uttara Kannada,512,210,2
10-07-2020,Uttara Kannada,545,220,3
11-07-2020,Uttara Kannada,585,227,4
12-07-2020,Uttara Kannada,597,227,4
13-07-2020,Uttara Kannada,634,254,5
14-07-2020,Uttara Kannada,698,261,5
15-07-2020,Uttara Kannada,746,308,8
16-07-2020,Uttara Kannada,825,315,8
17-07-2020,Uttara Kannada,900,321,10
18-07-2020,Uttara Kannada,1016,345,10
19-07-2020,Uttara Kannada,1085,443,10
20-07-2020,Uttara Kannada,1163,483,10
21-07-2020,Uttara Kannada,1272,518,10
22-07-2020,Uttara Kannada,1335,614,13
23-07-2020,Uttara Kannada,1418,698,13
24-07-2020,Uttara Kannada,1506,751,14
25-07-2020,Uttara Kannada,1661,806,14
26-07-2020,Uttara Kannada,1746,897,16
27-07-2020,Uttara Kannada,1778,986,17
28-07-2020,Uttara Kannada,1825,1071,18
29-07-2020,Uttara Kannada,1900,1177,20
30-07-2020,Uttara Kannada,2020,1227,22
31-07-2020,Uttara Kannada,2112,1309,23
01-08-2020,Uttara Kannada,2163,1374,24
02-08-2020,Uttara Kannada,2189,1445,24
03-08-2020,Uttara Kannada,2220,1509,25
04-08-2020,Uttara Kannada,2277,1509,25
05-08-2020,Uttara Kannada,2402,1587,25
06-08-2020,Uttara Kannada,2479,1659,26
07-08-2020,Uttara Kannada,2599,1737,26
08-08-2020,Uttara Kannada,2716,1806,26
09-08-2020,Uttara Kannada,2775,1841,26
10-08-2020,Uttara Kannada,2828,1881,26
11-08-2020,Uttara Kannada,2901,1950,26
12-08-2020,Uttara Kannada,2985,2024,26
13-08-2020,Uttara Kannada,3049,2067,28
14-08-2020,Uttara Kannada,3136,2184,29
15-08-2020,Uttara Kannada,3211,2226,30
16-08-2020,Uttara Kannada,3272,2336,32
17-08-2020,Uttara Kannada,3361,2375,33
18-08-2020,Uttara Kannada,3441,2488,34
19-08-2020,Uttara Kannada,3560,2618,35
20-08-2020,Uttara Kannada,3675,2734,38
21-08-2020,Uttara Kannada,3766,2861,38
22-08-2020,Uttara Kannada,3830,2931,39
23-08-2020,Uttara Kannada,3938,2994,40
24-08-2020,Uttara Kannada,4029,3044,41
25-08-2020,Uttara Kannada,4170,3151,44
26-08-2020,Uttara Kannada,4299,3189,45
27-08-2020,Uttara Kannada,4463,3300,48
28-08-2020,Uttara Kannada,4610,3388,51
29-08-2020,Uttara Kannada,4740,3438,52
30-08-2020,Uttara Kannada,4853,3618,52
31-08-2020,Uttara Kannada,4939,3696,53
01-09-2020,Uttara Kannada,5053,3764,54
02-09-2020,Uttara Kannada,5179,3894,54
03-09-2020,Uttara Kannada,5361,3937,55
04-09-2020,Uttara Kannada,5539,4072,56
05-09-2020,Uttara Kannada,5746,4151,56
06-09-2020,Uttara Kannada,5993,4248,57
07-09-2020,Uttara Kannada,6070,4314,60
08-09-2020,Uttara Kannada,6094,4386,64
09-09-2020,Uttara Kannada,6354,4468,66
10-09-2020,Uttara Kannada,6568,4584,74
11-09-2020,Uttara Kannada,6682,4766,78
12-09-2020,Uttara Kannada,6812,4852,80
13-09-2020,Uttara Kannada,6953,4888,81
14-09-2020,Uttara Kannada,7144,4987,83
15-09-2020,Uttara Kannada,7339,5149,85
16-09-2020,Uttara Kannada,7633,5285,87
17-09-2020,Uttara Kannada,7760,5336,91
18-09-2020,Uttara Kannada,7941,5441,94
19-09-2020,Uttara Kannada,8070,5848,100
20-09-2020,Uttara Kannada,8178,5988,102
21-09-2020,Uttara Kannada,8362,6009,102
22-09-2020,Uttara Kannada,8517,6465,109
23-09-2020,Uttara Kannada,8632,6465,109
24-09-2020,Uttara Kannada,8741,6503,109
25-09-2020,Uttara Kannada,8833,6566,109
26-09-2020,Uttara Kannada,8937,6617,109
27-09-2020,Uttara Kannada,9037,6664,109
28-09-2020,Uttara Kannada,9213,6707,111
29-09-2020,Uttara Kannada,9338,6761,111
30-09-2020,Uttara Kannada,9484,6903,111
01-10-2020,Uttara Kannada,9571,6937,111
02-10-2020,Uttara Kannada,9651,6955,111
03-10-2020,Uttara Kannada,9743,6987,115
04-10-2020,Uttara Kannada,9827,7029,115
05-10-2020,Uttara Kannada,9891,7069,115
06-10-2020,Uttara Kannada,10041,7355,115
07-10-2020,Uttara Kannada,10503,8173,122
08-10-2020,Uttara Kannada,10716,8508,124
09-10-2020,Uttara Kannada,10912,8804,127
10-10-2020,Uttara Kannada,11001,9038,129
11-10-2020,Uttara Kannada,11116,9635,131
12-10-2020,Uttara Kannada,11267,9797,134
13-10-2020,Uttara Kannada,11382,10023,135
14-10-2020,Uttara Kannada,11574,10122,138
15-10-2020,Uttara Kannada,11631,10223,140
16-10-2020,Uttara Kannada,11742,10354,144
17-10-2020,Uttara Kannada,11865,10470,148
18-10-2020,Uttara Kannada,11957,10585,150
19-10-2020,Uttara Kannada,11985,10643,150
20-10-2020,Uttara Kannada,12165,10768,151
21-10-2020,Uttara Kannada,12239,10873,151
22-10-2020,Uttara Kannada,12299,11072,151
23-10-2020,Uttara Kannada,12412,11172,151
24-10-2020,Uttara Kannada,12460,11264,151
25-10-2020,Uttara Kannada,12506,11315,151
26-10-2020,Uttara Kannada,12557,11402,152
27-10-2020,Uttara Kannada,12635,11572,154
28-10-2020,Uttara Kannada,12666,11705,155
29-10-2020,Uttara Kannada,12765,11757,155
30-10-2020,Uttara Kannada,12816,11849,155
31-10-2020,Uttara Kannada,12840,11874,155
01-11-2020,Uttara Kannada,12892,11898,155
02-11-2020,Uttara Kannada,12936,12144,156
03-11-2020,Uttara Kannada,12982,12306,156
04-11-2020,Uttara Kannada,13040,12471,156
05-11-2020,Uttara Kannada,13085,12526,158
06-11-2020,Uttara Kannada,13102,12571,158
07-11-2020,Uttara Kannada,13131,12588,159
08-11-2020,Uttara Kannada,13144,12603,159
09-11-2020,Uttara Kannada,13191,12619,159
10-11-2020,Uttara Kannada,13211,12681,159
11-11-2020,Uttara Kannada,13232,12710,159
12-11-2020,Uttara Kannada,13264,12776,159
13-11-2020,Uttara Kannada,13287,12810,161
14-11-2020,Uttara Kannada,13329,12861,161
15-11-2020,Uttara Kannada,13374,12923,162
16-11-2020,Uttara Kannada,13393,12974,163
17-11-2020,Uttara Kannada,13425,13060,164
18-11-2020,Uttara Kannada,13456,13089,165
19-11-2020,Uttara Kannada,13494,13107,165
20-11-2020,Uttara Kannada,13527,13128,165
21-11-2020,Uttara Kannada,13548,13142,165
22-11-2020,Uttara Kannada,13571,13167,165
23-11-2020,Uttara Kannada,13601,13185,166
24-11-2020,Uttara Kannada,13618,13206,168
25-11-2020,Uttara Kannada,13655,13260,168
26-11-2020,Uttara Kannada,13673,13301,168
27-11-2020,Uttara Kannada,13706,13337,169
28-11-2020,Uttara Kannada,13728,13370,169
29-11-2020,Uttara Kannada,13749,13402,170
30-11-2020,Uttara Kannada,13770,13416,171
01-12-2020,Uttara Kannada,13801,13454,171
02-12-2020,Uttara Kannada,13821,13490,171
03-12-2020,Uttara Kannada,13841,13507,171
04-12-2020,Uttara Kannada,13854,13520,171
05-12-2020,Uttara Kannada,13884,13547,172
06-12-2020,Uttara Kannada,13894,13576,172
07-12-2020,Uttara Kannada,13909,13588,172
08-12-2020,Uttara Kannada,13931,13614,172
09-12-2020,Uttara Kannada,13946,13631,172
10-12-2020,Uttara Kannada,13958,13649,172
11-12-2020,Uttara Kannada,13970,13669,172
12-12-2020,Uttara Kannada,13990,13680,172
13-12-2020,Uttara Kannada,14012,13693,172
14-12-2020,Uttara Kannada,14030,13701,173
15-12-2020,Uttara Kannada,14046,13719,174
16-12-2020,Uttara Kannada,14054,13745,174
17-12-2020,Uttara Kannada,14068,13761,174
18-12-2020,Uttara Kannada,14087,13781,174
19-12-2020,Uttara Kannada,14104,13821,175
20-12-2020,Uttara Kannada,14118,13837,175
21-12-2020,Uttara Kannada,14128,13847,175
22-12-2020,Uttara Kannada,14134,13854,175
23-12-2020,Uttara Kannada,14147,13877,175
24-12-2020,Uttara Kannada,14161,13886,175
25-12-2020,Uttara Kannada,14175,13897,175
26-12-2020,Uttara Kannada,14188,13911,175
27-12-2020,Uttara Kannada,14199,13921,175
28-12-2020,Uttara Kannada,14207,13934,176
29-12-2020,Uttara Kannada,14212,13944,176
30-12-2020,Uttara Kannada,14219,13956,176
31-12-2020,Uttara Kannada,14228,13978,176
01-01-2021,Uttara Kannada,14244,13987,176
02-01-2021,Uttara Kannada,14272,13993,176
03-01-2021,Uttara Kannada,14279,13998,176
04-01-2021,Uttara Kannada,14291,14024,176
05-01-2021,Uttara Kannada,14306,14039,177
06-01-2021,Uttara Kannada,14315,14060,177
07-01-2021,Uttara Kannada,14327,14073,177
08-01-2021,Uttara Kannada,14345,14083,177
09-01-2021,Uttara Kannada,14356,14099,177
10-01-2021,Uttara Kannada,14369,14114,177
11-01-2021,Uttara Kannada,14376,14130,177
12-01-2021,Uttara Kannada,14386,14136,177
13-01-2021,Uttara Kannada,14391,14144,178
14-01-2021,Uttara Kannada,14403,14154,178
15-01-2021,Uttara Kannada,14418,14167,178
16-01-2021,Uttara Kannada,14434,14176,178
17-01-2021,Uttara Kannada,14441,14188,178
18-01-2021,Uttara Kannada,14448,14196,178
19-01-2021,Uttara Kannada,14465,14205,178
20-01-2021,Uttara Kannada,14469,14216,178
21-01-2021,Uttara Kannada,14477,14221,178
22-01-2021,Uttara Kannada,14480,14235,178
23-01-2021,Uttara Kannada,14495,14241,178
24-01-2021,Uttara Kannada,14503,14248,178
25-01-2021,Uttara Kannada,14510,14270,178
26-01-2021,Uttara Kannada,14526,14277,178
27-01-2021,Uttara Kannada,14540,14284,178
28-01-2021,Uttara Kannada,14549,14298,178
29-01-2021,Uttara Kannada,14555,14307,178
30-01-2021,Uttara Kannada,14557,14318,178
31-01-2021,Uttara Kannada,14574,14332,178
01-02-2021,Uttara Kannada,14584,14337,178
02-02-2021,Uttara Kannada,14591,14341,178
03-02-2021,Uttara Kannada,14592,14348,178
04-02-2021,Uttara Kannada,14596,14360,178
05-02-2021,Uttara Kannada,14613,14376,178
06-02-2021,Uttara Kannada,14625,14387,178
07-02-2021,Uttara Kannada,14628,14394,178
08-02-2021,Uttara Kannada,14630,14401,178
09-02-2021,Uttara Kannada,14635,14407,178
10-02-2021,Uttara Kannada,14638,14413,178
11-02-2021,Uttara Kannada,14645,14427,178
12-02-2021,Uttara Kannada,14648,14429,178
13-02-2021,Uttara Kannada,14651,14432,178
14-02-2021,Uttara Kannada,14652,14435,178
15-02-2021,Uttara Kannada,14659,14440,178
16-02-2021,Uttara Kannada,14666,14447,178
17-02-2021,Uttara Kannada,14671,14452,178
18-02-2021,Uttara Kannada,14678,14456,178
19-02-2021,Uttara Kannada,14681,14461,178
20-02-2021,Uttara Kannada,14683,14466,178
21-02-2021,Uttara Kannada,14689,14469,178
22-02-2021,Uttara Kannada,14689,14472,178
23-02-2021,Uttara Kannada,14689,14476,178
24-02-2021,Uttara Kannada,14690,14480,178
25-02-2021,Uttara Kannada,14692,14484,178
26-02-2021,Uttara Kannada,14697,14493,178
27-02-2021,Uttara Kannada,14697,14496,178
28-02-2021,Uttara Kannada,14701,14499,178
01-03-2021,Uttara Kannada,14709,14501,178
02-03-2021,Uttara Kannada,14711,14505,178
03-03-2021,Uttara Kannada,14713,14509,178
04-03-2021,Uttara Kannada,14718,14511,178
05-03-2021,Uttara Kannada,14721,14513,178
06-03-2021,Uttara Kannada,14737,14516,178
07-03-2021,Uttara Kannada,14742,14520,178
08-03-2021,Uttara Kannada,14746,14536,178
09-03-2021,Uttara Kannada,14749,14538,178
10-03-2021,Uttara Kannada,14756,14539,178
11-03-2021,Uttara Kannada,14759,14542,178
12-03-2021,Uttara Kannada,14774,14549,178
13-03-2021,Uttara Kannada,14779,14552,178
14-03-2021,Uttara Kannada,14786,14558,178
15-03-2021,Uttara Kannada,14792,14561,178
16-03-2021,Uttara Kannada,14797,14563,178
17-03-2021,Uttara Kannada,14800,14571,178
18-03-2021,Uttara Kannada,14809,14574,178
19-03-2021,Uttara Kannada,14814,14579,178
20-03-2021,Uttara Kannada,14814,14589,178
21-03-2021,Uttara Kannada,14825,14601,178
22-03-2021,Uttara Kannada,14832,14608,179
23-03-2021,Uttara Kannada,14838,14609,179
24-03-2021,Uttara Kannada,14848,14613,179
25-03-2021,Uttara Kannada,14861,14619,179
26-03-2021,Uttara Kannada,14874,14626,179
27-03-2021,Uttara Kannada,14888,14633,179
28-03-2021,Uttara Kannada,14899,14635,179
29-03-2021,Uttara Kannada,14914,14638,179
30-03-2021,Uttara Kannada,14954,14647,179
31-03-2021,Uttara Kannada,14991,14655,180
01-04-2021,Uttara Kannada,15035,14672,180
02-04-2021,Uttara Kannada,15060,14684,180
03-04-2021,Uttara Kannada,15089,14699,180
04-04-2021,Uttara Kannada,15138,14712,180
05-04-2021,Uttara Kannada,15189,14746,180
06-04-2021,Uttara Kannada,15255,14759,180
07-04-2021,Uttara Kannada,15290,14770,180
08-04-2021,Uttara Kannada,15432,14799,180
09-04-2021,Uttara Kannada,15499,14877,181
10-04-2021,Uttara Kannada,15563,14940,182
11-04-2021,Uttara Kannada,15636,15060,182
12-04-2021,Uttara Kannada,15700,15116,182
13-04-2021,Uttara Kannada,15775,15178,182
14-04-2021,Uttara Kannada,15816,15228,182
15-04-2021,Uttara Kannada,15905,15280,184
16-04-2021,Uttara Kannada,15977,15362,185
17-04-2021,Uttara Kannada,16079,15432,186
18-04-2021,Uttara Kannada,16183,15503,188
19-04-2021,Uttara Kannada,16289,15589,189
20-04-2021,Uttara Kannada,16395,15645,189
21-04-2021,Uttara Kannada,16566,15684,190
22-04-2021,Uttara Kannada,16729,15778,192
23-04-2021,Uttara Kannada,16910,15797,192
24-04-2021,Uttara Kannada,17095,15868,194
25-04-2021,Uttara Kannada,17338,15938,195
26-04-2021,Uttara Kannada,17528,16057,198
27-04-2021,Uttara Kannada,17733,16170,199
28-04-2021,Uttara Kannada,18034,16243,199
29-04-2021,Uttara Kannada,18411,16346,203
30-04-2021,Uttara Kannada,18837,16521,208
01-05-2021,Uttara Kannada,19524,16797,213
02-05-2021,Uttara Kannada,20062,16973,220
03-05-2021,Uttara Kannada,20838,17267,221
04-05-2021,Uttara Kannada,21660,17560,229
05-05-2021,Uttara Kannada,22509,17930,244
06-05-2021,Uttara Kannada,23243,18347,250
07-05-2021,Uttara Kannada,24076,18742,262
08-05-2021,Uttara Kannada,25110,19464,273
09-05-2021,Uttara Kannada,26027,19881,282
10-05-2021,Uttara Kannada,26912,20544,293
11-05-2021,Uttara Kannada,27996,21305,311
12-05-2021,Uttara Kannada,28956,22056,319
13-05-2021,Uttara Kannada,29747,22808,333
14-05-2021,Uttara Kannada,30534,23598,348
15-05-2021,Uttara Kannada,31760,24533,352
16-05-2021,Uttara Kannada,32847,25461,376
17-05-2021,Uttara Kannada,34135,26565,391
18-05-2021,Uttara Kannada,34938,27349,413
19-05-2021,Uttara Kannada,35771,28683,427
20-05-2021,Uttara Kannada,36353,29752,429
21-05-2021,Uttara Kannada,37121,30719,451
22-05-2021,Uttara Kannada,38478,32067,471
23-05-2021,Uttara Kannada,39340,33005,488
24-05-2021,Uttara Kannada,40450,34055,494
25-05-2021,Uttara Kannada,41442,34979,509
26-05-2021,Uttara Kannada,42228,35751,519
27-05-2021,Uttara Kannada,42887,36423,532
28-05-2021,Uttara Kannada,43579,37145,543
29-05-2021,Uttara Kannada,44115,37800,558
30-05-2021,Uttara Kannada,44619,38840,565
31-05-2021,Uttara Kannada,45260,39779,575
01-06-2021,Uttara Kannada,45592,40420,583
02-06-2021,Uttara Kannada,46048,40767,592
03-06-2021,Uttara Kannada,46636,41379,603
04-06-2021,Uttara Kannada,47195,41959,612
05-06-2021,Uttara Kannada,47520,42314,618
06-06-2021,Uttara Kannada,47880,43171,624
07-06-2021,Uttara Kannada,48244,43926,626
08-06-2021,Uttara Kannada,48431,44455,631
09-06-2021,Uttara Kannada,48743,45084,633
