DISTRICTCODE,Date,TINF,TREC,TDEC,,,,,,,,
109,11/01/2021,35265,28244,65,,,,,,,,
109,12/01/2021,35747,28564,65,,,,,,,,
109,13/01/2021,36195,28900,66,,,,,,,,
109,14/01/2021,36774,29217,67,,,,,,,,
109,15/01/2021,37217,29622,67,,,,,,,,
109,16/01/2021,37704,29878,69,,,,,,,,
110,10/01/2021,85112,81176,685,,,,,,,,
110,11/01/2021,85334,81388,686,,,,,,,,
110,12/01/2021,85684,81686,688,,,,,,,,
110,13/01/2021,86070,82021,690,,,,,,,,
110,14/01/2021,86365,82317,693,,,,,,,,
110,15/01/2021,86666,82638,698,,,,,,,,
110,16/01/2021,87043,82999,701,,,,,,,,
111,10/01/2021,78781,72835,350,,,,,,,,
111,11/01/2021,78949,73398,352,,,,,,,,
111,12/01/2021,79428,73830,354,,,,,,,,
111,13/01/2021,79865,74348,357,,,,,,,,
111,14/01/2021,80311,74750,357,,,,,,,,
111,15/01/2021,80810,75176,359,,,,,,,,
111,16/01/2021,81231,75543,360,,,,,,,,
112,10/01/2021,18781,15967,54,,,,,,,,
112,11/01/2021,18857,16001,54,,,,,,,,
112,12/01/2021,19064,16111,55,,,,,,,,
112,13/01/2021,19293,16282,55,,,,,,,,
112,14/01/2021,19541,16461,57,,,,,,,,
112,15/01/2021,19782,16669,57,,,,,,,,
112,16/01/2021,20020,16849,58,,,,,,,,
99,17/01/2021,63092,59247,274,,,,,,,,
99,18/01/2021,63271,59806,278,,,,,,,,
99,19/01/2021,63746,60009,278,,,,,,,,
99,20/01/2021,64168,60273,281,,,,,,,,
99,21/01/2021,64583,60671,283,,,,,,,,
99,22/01/2021,64992,61058,284,,,,,,,,
100,17/01/2021,96187,85926,356,,,,,,,,
100,18/01/2021,96761,86444,356,,,,,,,,
100,19/01/2021,97780,86907,357,,,,,,,,
100,20/01/2021,98811,87710,359,,,,,,,,
100,21/01/2021,99582,88423,362,,,,,,,,
100,22/01/2021,100600,89428,362,,,,,,,,
101,17/01/2021,20129,15389,29,,,,,,,,
101,18/01/2021,20307,15438,29,,,,,,,,
101,19/01/2021,20437,15495,29,,,,,,,,
101,20/01/2021,20773,15572,29,,,,,,,,
101,21/01/2021,21075,15701,29,,,,,,,,
101,22/01/2021,21321,16153,29,,,,,,,,
102,17/01/2021,43479,40259,231,,,,,,,,
102,18/01/2021,43666,40426,231,,,,,,,,
102,19/01/2021,43967,40601,235,,,,,,,,
102,20/01/2021,44248,40843,237,,,,,,,,
102,21/01/2021,44547,41063,240,,,,,,,,
102,22/01/2021,44859,41229,240,,,,,,,,
103,17/01/2021,25350,23597,90,,,,,,,,
103,18/01/2021,25385,23614,90,,,,,,,,
103,19/01/2021,25448,23685,91,,,,,,,,
103,20/01/2021,25512,23747,91,,,,,,,,
103,21/01/2021,25599,23808,92,,,,,,,,
103,22/01/2021,25666,23869,92,,,,,,,,
104,17/01/2021,66227,59563,246,,,,,,,,
104,18/01/2021,66549,59830,248,,,,,,,,
104,19/01/2021,67140,60106,252,,,,,,,,
104,20/01/2021,67779,62409,252,,,,,,,,
104,21/01/2021,68407,63432,254,,,,,,,,
104,22/01/2021,68980,63722,254,,,,,,,,
105,17/01/2021,59698,54002,173,,,,,,,,
105,18/01/2021,60006,54111,174,,,,,,,,
105,19/01/2021,60680,54237,174,,,,,,,,
105,20/01/2021,61384,54551,175,,,,,,,,
105,21/01/2021,62031,55248,176,,,,,,,,
105,22/01/2021,62612,56148,177,,,,,,,,
106,17/01/2021,95870,89676,349,,,,,,,,
106,18/01/2021,96255,90026,352,,,,,,,,
106,19/01/2021,96736,90486,355,,,,,,,,
106,20/01/2021,97506,90996,358,,,,,,,,
106,21/01/2021,98085,91521,361,,,,,,,,
106,22/01/2021,98825,92132,366,,,,,,,,
107,17/01/2021,98829,94046,363,,,,,,,,
107,18/01/2021,99186,94534,365,,,,,,,,
107,19/01/2021,99695,94901,367,,,,,,,,
107,20/01/2021,100232,95441,370,,,,,,,,
107,21/01/2021,100889,96013,371,,,,,,,,
107,22/01/2021,101471,96615,373,,,,,,,,
108,17/01/2021,51778,46720,153,,,,,,,,
108,18/01/2021,51930,46906,154,,,,,,,,
108,19/01/2021,52172,47104,154,,,,,,,,
108,20/01/2021,52409,47303,154,,,,,,,,
108,21/01/2021,52650,47426,154,,,,,,,,
108,22/01/2021,52934,47567,155,,,,,,,,
109,17/01/2021,38131,30315,74,,,,,,,,
109,18/01/2021,38254,30648,76,,,,,,,,
109,19/01/2021,38766,31682,76,,,,,,,,
109,20/01/2021,39420,32723,76,,,,,,,,
109,21/01/2021,39954,33521,76,,,,,,,,
109,22/01/2021,40578,34116,76,,,,,,,,
110,17/01/2021,87339,83430,703,,,,,,,,
110,18/01/2021,87635,83648,703,,,,,,,,
110,19/01/2021,88039,83989,707,,,,,,,,
110,20/01/2021,88416,84364,711,,,,,,,,
110,21/01/2021,88884,84697,712,,,,,,,,
110,22/01/2021,89399,84969,719,,,,,,,,
111,17/01/2021,81493,75976,362,,,,,,,,
111,18/01/2021,81675,76581,363,,,,,,,,
111,19/01/2021,82215,76910,368,,,,,,,,
111,20/01/2021,82656,77352,368,,,,,,,,
111,21/01/2021,83124,77754,372,,,,,,,,
111,22/01/2021,83671,78217,374,,,,,,,,
112,17/01/2021,20246,17028,59,,,,,,,,
112,18/01/2021,20314,17083,60,,,,,,,,
112,19/01/2021,20559,17279,62,,,,,,,,
112,20/01/2021,20881,17471,62,,,,,,,,
112,21/01/2021,21119,17706,62,,,,,,,,
112,22/01/2021,21374,17869,62,,,,,,,,
99,23/01/2021,65466,61448,285,,,,,,,,
99,24/01/2021,65750,61843,287,,,,,,,,
99,25/01/2021,66021,62330,290,,,,,,,,
99,26/01/2021,66502,62556,291,,,,,,,,
99,27/01/2021,66862,62855,296,,,,,,,,
99,28/01/2021,67294,63246,298,,,,,,,,
99,29/01/2021,67715,63490,298,,,,,,,,
100,23/01/2021,101683,90466,364,,,,,,,,
100,24/01/2021,102505,91511,365,,,,,,,,
100,25/01/2021,102992,92127,370,,,,,,,,
100,26/01/2021,103858,93008,377,,,,,,,,
100,27/01/2021,104737,93747,378,,,,,,,,
100,28/01/2021,105521,94539,378,,,,,,,,
100,29/01/2021,106386,95250,381,,,,,,,,
101,23/01/2021,21577,16481,30,,,,,,,,
101,24/01/2021,21897,16806,31,,,,,,,,
101,25/01/2021,22014,17163,31,,,,,,,,
101,26/01/2021,22198,17317,31,,,,,,,,
101,27/01/2021,22503,17694,32,,,,,,,,
101,28/01/2021,22782,17976,32,,,,,,,,
101,29/01/2021,23084,18205,32,,,,,,,,
102,23/01/2021,45180,41455,241,,,,,,,,
102,24/01/2021,45542,41795,242,,,,,,,,
102,25/01/2021,45657,41986,243,,,,,,,,
102,26/01/2021,45962,42125,244,,,,,,,,
102,27/01/2021,46319,42331,244,,,,,,,,
102,28/01/2021,46594,42605,245,,,,,,,,
102,29/01/2021,46943,42788,246,,,,,,,,
103,23/01/2021,25753,23975,92,,,,,,,,
103,24/01/2021,25877,24025,92,,,,,,,,
103,25/01/2021,25919,24069,93,,,,,,,,
103,26/01/2021,26004,24214,93,,,,,,,,
103,27/01/2021,26088,24261,93,,,,,,,,
103,28/01/2021,26172,24307,93,,,,,,,,
103,29/01/2021,26292,24360,93,,,,,,,,
104,23/01/2021,69664,63917,254,,,,,,,,
104,24/01/2021,70207,64055,254,,,,,,,,
104,25/01/2021,70606,65869,254,,,,,,,,
104,26/01/2021,71203,66202,256,,,,,,,,
104,27/01/2021,71686,66397,257,,,,,,,,
104,28/01/2021,72371,66944,260,,,,,,,,
104,29/01/2021,73045,67405,260,,,,,,,,
105,23/01/2021,63314,56551,177,,,,,,,,
105,24/01/2021,63936,56871,178,,,,,,,,
105,25/01/2021,64247,57310,178,,,,,,,,
105,26/01/2021,64885,57874,178,,,,,,,,
105,27/01/2021,65402,58162,178,,,,,,,,
105,28/01/2021,65924,58644,179,,,,,,,,
105,29/01/2021,66547,59283,183,,,,,,,,
106,23/01/2021,99639,92666,367,,,,,,,,
106,24/01/2021,100402,93259,368,,,,,,,,
106,25/01/2021,100841,93649,368,,,,,,,,
106,26/01/2021,101307,94124,371,,,,,,,,
106,27/01/2021,102065,94718,376,,,,,,,,
106,28/01/2021,102649,95328,377,,,,,,,,
106,29/01/2021,103359,95998,381,,,,,,,,
107,23/01/2021,102006,97190,374,,,,,,,,
107,24/01/2021,102409,97760,375,,,,,,,,
107,25/01/2021,102629,98143,378,,,,,,,,
107,26/01/2021,103140,98404,379,,,,,,,,
107,27/01/2021,103544,98934,381,,,,,,,,
107,28/01/2021,103957,99321,381,,,,,,,,
107,29/01/2021,104371,100120,382,,,,,,,,
108,23/01/2021,53168,47745,164,,,,,,,,
108,24/01/2021,53376,48013,164,,,,,,,,
108,25/01/2021,53538,48158,164,,,,,,,,
108,26/01/2021,53797,48343,164,,,,,,,,
108,27/01/2021,53982,48518,164,,,,,,,,
108,28/01/2021,54218,48666,164,,,,,,,,
108,29/01/2021,54477,49487,164,,,,,,,,
109,23/01/2021,41135,34444,78,,,,,,,,
109,24/01/2021,41593,34668,80,,,,,,,,
109,25/01/2021,41710,34921,82,,,,,,,,
109,26/01/2021,42262,35727,82,,,,,,,,
109,27/01/2021,42659,36432,86,,,,,,,,
109,28/01/2021,43111,36961,86,,,,,,,,
109,29/01/2021,43558,37379,87,,,,,,,,
110,23/01/2021,89921,85397,720,,,,,,,,
110,24/01/2021,90320,85742,725,,,,,,,,
110,25/01/2021,90633,85944,726,,,,,,,,
110,26/01/2021,91158,86316,728,,,,,,,,
110,27/01/2021,91511,86670,729,,,,,,,,
110,28/01/2021,91919,86940,735,,,,,,,,
110,29/01/2021,92333,87316,742,,,,,,,,
111,23/01/2021,84072,78629,376,,,,,,,,
111,24/01/2021,84508,79012,380,,,,,,,,
111,25/01/2021,84809,79234,380,,,,,,,,
111,26/01/2021,85388,79719,382,,,,,,,,
111,27/01/2021,85724,80147,382,,,,,,,,
111,28/01/2021,86148,80759,386,,,,,,,,
111,29/01/2021,86645,81347,387,,,,,,,,
112,23/01/2021,21664,18011,64,,,,,,,,
112,24/01/2021,21956,18188,65,,,,,,,,
112,25/01/2021,22023,18251,66,,,,,,,,
112,26/01/2021,22268,18515,66,,,,,,,,
112,27/01/2021,22509,18584,66,,,,,,,,
112,28/01/2021,22702,18808,67,,,,,,,,
112,29/01/2021,22875,19014,67,,,,,,,,
99,30/01/2021,68241,63884,299,,,,,,,,
99,31/01/2021,68612,64355,301,,,,,,,,
99,01/02/2021,68868,64848,304,,,,,,,,
99,02/02/2021,69181,65097,304,,,,,,,,
99,03/02/2021,69576,65456,307,,,,,,,,
99,04/02/2021,70135,65768,308,,,,,,,,
100,30/01/2021,107245,96076,381,,,,,,,,
100,31/01/2021,107988,96801,381,,,,,,,,
100,01/02/2021,108412,97709,384,,,,,,,,
100,02/02/2021,109167,98376,391,,,,,,,,
100,03/02/2021,110038,99285,392,,,,,,,,
100,04/02/2021,110871,100196,393,,,,,,,,
101,30/01/2021,23265,18359,32,,,,,,,,
101,31/01/2021,23452,18713,32,,,,,,,,
101,01/02/2021,23566,18906,32,,,,,,,,
101,02/02/2021,23687,18976,33,,,,,,,,
101,03/02/2021,23955,19052,33,,,,,,,,
101,04/02/2021,24224,19168,33,,,,,,,,
102,30/01/2021,47264,43008,247,,,,,,,,
102,31/01/2021,47494,43205,249,,,,,,,,
102,01/02/2021,47651,43386,253,,,,,,,,
102,02/02/2021,47991,43579,256,,,,,,,,
102,03/02/2021,48288,43865,257,,,,,,,,
102,04/02/2021,48577,44105,258,,,,,,,,
103,30/01/2021,26394,24393,93,,,,,,,,
103,31/01/2021,26464,24485,93,,,,,,,,
103,01/02/2021,26505,24562,93,,,,,,,,
103,02/02/2021,26588,24598,93,,,,,,,,
103,03/02/2021,26681,24688,93,,,,,,,,
103,04/02/2021,26777,24834,93,,,,,,,,
104,30/01/2021,73733,67835,262,,,,,,,,
104,31/01/2021,74217,68141,262,,,,,,,,
104,01/02/2021,74470,68473,263,,,,,,,,
104,02/02/2021,75057,68794,264,,,,,,,,
104,03/02/2021,75747,70102,265,,,,,,,,
104,04/02/2021,76398,70449,267,,,,,,,,
105,30/01/2021,67034,60698,183,,,,,,,,
105,31/01/2021,67545,61122,183,,,,,,,,
105,01/02/2021,67847,61803,183,,,,,,,,
105,02/02/2021,68468,62299,183,,,,,,,,
105,03/02/2021,69056,62640,184,,,,,,,,
105,04/02/2021,69506,63469,184,,,,,,,,
106,30/01/2021,104181,96742,384,,,,,,,,
106,31/01/2021,104831,97532,391,,,,,,,,
106,01/02/2021,105263,97922,393,,,,,,,,
106,02/02/2021,105764,98672,394,,,,,,,,
106,03/02/2021,106505,99462,395,,,,,,,,
106,04/02/2021,107181,100300,397,,,,,,,,
107,30/01/2021,104794,100542,383,,,,,,,,
107,31/01/2021,105276,100929,383,,,,,,,,
107,01/02/2021,105792,101446,384,,,,,,,,
107,02/02/2021,106246,101966,385,,,,,,,,
107,03/02/2021,106629,102520,386,,,,,,,,
107,04/02/2021,107118,103244,387,,,,,,,,
108,30/01/2021,54733,50352,164,,,,,,,,
108,31/01/2021,54944,50781,169,,,,,,,,
108,01/02/2021,55089,51054,169,,,,,,,,
108,02/02/2021,55340,51404,169,,,,,,,,
108,03/02/2021,55615,51658,169,,,,,,,,
108,04/02/2021,55832,51947,170,,,,,,,,
109,30/01/2021,44114,37676,87,,,,,,,,
109,31/01/2021,44610,38078,90,,,,,,,,
109,01/02/2021,44794,38344,91,,,,,,,,
109,02/02/2021,45318,39131,91,,,,,,,,
109,03/02/2021,45915,39365,93,,,,,,,,
109,04/02/2021,46484,39939,93,,,,,,,,
110,30/01/2021,92683,87787,744,,,,,,,,
110,31/01/2021,92983,88169,745,,,,,,,,
110,01/02/2021,93271,88424,745,,,,,,,,
110,02/02/2021,93654,88750,747,,,,,,,,
110,03/02/2021,94143,89321,755,,,,,,,,
110,04/02/2021,94552,89691,761,,,,,,,,
111,30/01/2021,87169,81871,394,,,,,,,,
111,31/01/2021,87547,82355,394,,,,,,,,
111,01/02/2021,87810,82878,395,,,,,,,,
111,02/02/2021,88375,83315,395,,,,,,,,
111,03/02/2021,88854,83874,396,,,,,,,,
111,04/02/2021,89335,84313,398,,,,,,,,
112,30/01/2021,23062,19251,68,,,,,,,,
112,31/01/2021,23215,19538,69,,,,,,,,
112,01/02/2021,23299,19664,70,,,,,,,,
112,02/02/2021,23517,20209,70,,,,,,,,
112,03/02/2021,23707,20258,70,,,,,,,,
112,04/02/2021,23821,20464,70,,,,,,,,
99,05/02/2021,70445,66362,310,,,,,,,,
99,06/02/2021,70855,66728,310,,,,,,,,
99,07/02/2021,71223,66985,312,,,,,,,,
99,08/02/2021,71540,67452,314,,,,,,,,
99,09/02/2021,71878,67731,316,,,,,,,,
99,10/02/2021,72289,68125,316,,,,,,,,
99,11/02/2021,72631,68548,322,,,,,,,,
99,12/02/2021,73103,68904,326,,,,,,,,
100,05/02/2021,111585,100998,393,,,,,,,,
100,06/02/2021,112483,101688,393,,,,,,,,
100,07/02/2021,113041,102414,394,,,,,,,,
100,08/02/2021,113472,103041,395,,,,,,,,
100,09/02/2021,114087,103646,395,,,,,,,,
100,10/02/2021,114898,104412,397,,,,,,,,
100,11/02/2021,115530,105081,399,,,,,,,,
100,12/02/2021,116119,105824,400,,,,,,,,
101,05/02/2021,24456,19498,33,,,,,,,,
101,06/02/2021,24623,19756,35,,,,,,,,
101,07/02/2021,24830,20110,35,,,,,,,,
101,08/02/2021,24956,20655,35,,,,,,,,
101,09/02/2021,25056,21043,36,,,,,,,,
101,10/02/2021,25235,21428,36,,,,,,,,
101,11/02/2021,25431,21909,36,,,,,,,,
101,12/02/2021,25620,22202,36,,,,,,,,
102,05/02/2021,48830,44459,259,,,,,,,,
102,06/02/2021,49012,44738,260,,,,,,,,
102,07/02/2021,49266,45066,262,,,,,,,,
102,08/02/2021,49411,45267,264,,,,,,,,
102,09/02/2021,49684,45530,265,,,,,,,,
102,10/02/2021,49897,45807,265,,,,,,,,
102,11/02/2021,50148,46139,267,,,,,,,,
102,12/02/2021,50345,46544,268,,,,,,,,
103,05/02/2021,26876,24879,93,,,,,,,,
103,06/02/2021,26938,24971,93,,,,,,,,
103,07/02/2021,27025,25038,93,,,,,,,,
103,08/02/2021,27061,25120,93,,,,,,,,
103,09/02/2021,27173,25289,93,,,,,,,,
103,10/02/2021,27244,25371,93,,,,,,,,
103,11/02/2021,27346,25420,93,,,,,,,,
103,12/02/2021,27492,25490,94,,,,,,,,
104,05/02/2021,76789,71230,270,,,,,,,,
104,06/02/2021,77314,71555,272,,,,,,,,
104,07/02/2021,78138,72107,273,,,,,,,,
104,08/02/2021,78471,72998,276,,,,,,,,
104,09/02/2021,79057,73315,277,,,,,,,,
104,10/02/2021,79746,74053,279,,,,,,,,
104,11/02/2021,80325,74359,280,,,,,,,,
104,12/02/2021,80831,74665,282,,,,,,,,
105,05/02/2021,69964,63935,186,,,,,,,,
105,06/02/2021,70476,64985,187,,,,,,,,
105,07/02/2021,71115,65694,187,,,,,,,,
105,08/02/2021,71478,66155,187,,,,,,,,
105,09/02/2021,72033,67349,187,,,,,,,,
105,10/02/2021,72608,67583,188,,,,,,,,
105,11/02/2021,72991,68085,191,,,,,,,,
105,12/02/2021,73556,68459,191,,,,,,,,
106,05/02/2021,107887,101109,402,,,,,,,,
106,06/02/2021,108583,101728,406,,,,,,,,
106,07/02/2021,109246,102351,411,,,,,,,,
106,08/02/2021,109649,102761,411,,,,,,,,
106,09/02/2021,110126,103558,415,,,,,,,,
106,10/02/2021,110778,104387,420,,,,,,,,
106,11/02/2021,111392,105053,421,,,,,,,,
106,12/02/2021,111913,105657,422,,,,,,,,
107,05/02/2021,107723,103782,389,,,,,,,,
107,06/02/2021,108375,104353,390,,,,,,,,
107,07/02/2021,109046,105023,390,,,,,,,,
107,08/02/2021,109549,105751,390,,,,,,,,
107,09/02/2021,109998,106396,391,,,,,,,,
107,10/02/2021,110419,106714,392,,,,,,,,
107,11/02/2021,110832,107303,392,,,,,,,,
107,12/02/2021,111361,107727,392,,,,,,,,
108,05/02/2021,56051,52150,170,,,,,,,,
108,06/02/2021,56286,52402,170,,,,,,,,
108,07/02/2021,56445,52654,170,,,,,,,,
108,08/02/2021,56547,52846,170,,,,,,,,
108,09/02/2021,56733,53047,170,,,,,,,,
108,10/02/2021,56924,53243,170,,,,,,,,
108,11/02/2021,57151,53385,170,,,,,,,,
108,12/02/2021,57300,53538,170,,,,,,,,
109,05/02/2021,47005,40406,93,,,,,,,,
109,06/02/2021,47501,40806,93,,,,,,,,
109,07/02/2021,48071,41030,93,,,,,,,,
109,08/02/2021,48315,41473,94,,,,,,,,
109,09/02/2021,48811,41896,94,,,,,,,,
109,10/02/2021,49382,42313,95,,,,,,,,
109,11/02/2021,50076,42765,95,,,,,,,,
109,12/02/2021,50618,43333,95,,,,,,,,
110,05/02/2021,94996,90107,765,,,,,,,,
110,06/02/2021,95476,90592,769,,,,,,,,
110,07/02/2021,95918,91117,774,,,,,,,,
110,08/02/2021,96298,91365,778,,,,,,,,
110,09/02/2021,96753,91787,784,,,,,,,,
110,10/02/2021,97208,92141,788,,,,,,,,
110,11/02/2021,97501,92541,788,,,,,,,,
110,12/02/2021,97894,92965,795,,,,,,,,
111,05/02/2021,89830,84807,398,,,,,,,,
111,06/02/2021,90278,85258,398,,,,,,,,
111,07/02/2021,90699,85656,399,,,,,,,,
111,08/02/2021,90987,86139,402,,,,,,,,
111,09/02/2021,91485,86645,404,,,,,,,,
111,10/02/2021,92025,87085,405,,,,,,,,
111,11/02/2021,92400,87458,406,,,,,,,,
111,12/02/2021,92872,87872,407,,,,,,,,
112,05/02/2021,23984,20818,70,,,,,,,,
112,06/02/2021,24163,21158,71,,,,,,,,
112,07/02/2021,24375,21421,73,,,,,,,,
112,08/02/2021,24446,21602,73,,,,,,,,
112,09/02/2021,24520,21868,74,,,,,,,,
112,10/02/2021,24721,22183,75,,,,,,,,
112,11/02/2021,24901,22491,75,,,,,,,,
112,12/02/2021,25028,22689,75,,,,,,,,
99,13/02/2021,73609,69296,326,,,,,,,,
99,14/02/2021,73958,69709,330,,,,,,,,
99,15/02/2021,74212,70062,331,,,,,,,,
99,16/02/2021,74593,70276,333,,,,,,,,
99,17/02/2021,74932,70606,335,,,,,,,,
99,18/02/2021,75183,71035,335,,,,,,,,
100,13/02/2021,116865,106624,403,,,,,,,,
100,14/02/2021,117304,107264,404,,,,,,,,
100,15/02/2021,117697,107766,405,,,,,,,,
100,16/02/2021,118340,108252,407,,,,,,,,
100,17/02/2021,118859,108856,408,,,,,,,,
100,18/02/2021,119468,109453,409,,,,,,,,
101,13/02/2021,25823,22421,36,,,,,,,,
101,14/02/2021,25965,22632,36,,,,,,,,
101,15/02/2021,26009,22736,36,,,,,,,,
101,16/02/2021,26075,22849,36,,,,,,,,
101,17/02/2021,26260,23054,36,,,,,,,,
101,18/02/2021,26338,23188,36,,,,,,,,
102,13/02/2021,50624,46983,269,,,,,,,,
102,14/02/2021,50788,47263,269,,,,,,,,
102,15/02/2021,50923,47494,271,,,,,,,,
102,16/02/2021,51105,47761,273,,,,,,,,
102,17/02/2021,51389,48040,273,,,,,,,,
102,18/02/2021,51600,48256,273,,,,,,,,
103,13/02/2021,27625,25531,94,,,,,,,,
103,14/02/2021,27697,25580,94,,,,,,,,
103,15/02/2021,27741,25649,94,,,,,,,,
103,16/02/2021,27867,25756,94,,,,,,,,
103,17/02/2021,27940,25838,94,,,,,,,,
103,18/02/2021,28116,25939,94,,,,,,,,
104,13/02/2021,81291,75365,283,,,,,,,,
104,14/02/2021,81638,75618,284,,,,,,,,
104,15/02/2021,81830,76419,287,,,,,,,,
104,16/02/2021,82377,76750,291,,,,,,,,
104,17/02/2021,82929,77106,291,,,,,,,,
104,18/02/2021,83295,77495,291,,,,,,,,
105,13/02/2021,73932,68765,192,,,,,,,,
105,14/02/2021,74464,69062,192,,,,,,,,
105,15/02/2021,74753,69551,192,,,,,,,,
105,16/02/2021,75224,70250,192,,,,,,,,
105,17/02/2021,75730,70537,194,,,,,,,,
105,18/02/2021,76091,70940,195,,,,,,,,
106,13/02/2021,112663,106239,424,,,,,,,,
106,14/02/2021,113139,106878,424,,,,,,,,
106,15/02/2021,113431,107214,424,,,,,,,,
106,16/02/2021,113855,108080,424,,,,,,,,
106,17/02/2021,114341,108960,425,,,,,,,,
106,18/02/2021,114979,109668,428,,,,,,,,
107,13/02/2021,111669,108246,395,,,,,,,,
107,14/02/2021,112299,108561,395,,,,,,,,
107,15/02/2021,112859,109210,396,,,,,,,,
107,16/02/2021,113204,109780,400,,,,,,,,
107,17/02/2021,113536,110200,400,,,,,,,,
107,18/02/2021,114029,110515,402,,,,,,,,
108,13/02/2021,57453,53723,171,,,,,,,,
108,14/02/2021,57622,54025,171,,,,,,,,
108,15/02/2021,57705,54199,171,,,,,,,,
108,16/02/2021,57922,54384,171,,,,,,,,
108,17/02/2021,58062,54574,172,,,,,,,,
108,18/02/2021,58192,54742,173,,,,,,,,
109,13/02/2021,51098,43865,96,,,,,,,,
109,14/02/2021,51563,44122,99,,,,,,,,
109,15/02/2021,51670,44604,99,,,,,,,,
109,16/02/2021,52194,45193,99,,,,,,,,
109,17/02/2021,52740,45314,99,,,,,,,,
109,18/02/2021,53232,46165,100,,,,,,,,
110,13/02/2021,98257,93371,795,,,,,,,,
110,14/02/2021,98562,93738,797,,,,,,,,
110,15/02/2021,98810,94040,798,,,,,,,,
110,16/02/2021,99183,94408,801,,,,,,,,
110,17/02/2021,99527,94887,805,,,,,,,,
110,18/02/2021,99827,95251,808,,,,,,,,
111,13/02/2021,93425,88349,410,,,,,,,,
111,14/02/2021,93802,88801,413,,,,,,,,
111,15/02/2021,93975,89278,416,,,,,,,,
111,16/02/2021,94478,89772,417,,,,,,,,
111,17/02/2021,94920,90198,420,,,,,,,,
111,18/02/2021,95266,90538,422,,,,,,,,
112,13/02/2021,25189,22926,75,,,,,,,,
112,14/02/2021,25334,23143,76,,,,,,,,
112,15/02/2021,25404,23247,77,,,,,,,,
112,16/02/2021,25539,23397,77,,,,,,,,
112,17/02/2021,25683,23570,79,,,,,,,,
112,18/02/2021,25816,23748,79,,,,,,,,
99,19/02/2021,75623,71340,339,,,,,,,,
99,20/02/2021,76005,71701,341,,,,,,,,
99,21/02/2021,76295,72076,342,,,,,,,,
99,22/02/2021,76561,72607,343,,,,,,,,
99,23/02/2021,76836,72988,346,,,,,,,,
99,24/02/2021,77082,73362,346,,,,,,,,
99,25/02/2021,77357,73896,349,,,,,,,,
100,19/02/2021,120003,109990,412,,,,,,,,
100,20/02/2021,120567,110648,412,,,,,,,,
100,21/02/2021,121081,111148,412,,,,,,,,
100,22/02/2021,121327,111537,414,,,,,,,,
100,23/02/2021,121811,112283,415,,,,,,,,
100,24/02/2021,122284,112883,419,,,,,,,,
100,25/02/2021,122692,113373,419,,,,,,,,
101,19/02/2021,26435,23281,36,,,,,,,,
101,20/02/2021,26513,23544,36,,,,,,,,
101,21/02/2021,26610,23697,36,,,,,,,,
101,22/02/2021,26651,23903,36,,,,,,,,
101,23/02/2021,26722,24230,37,,,,,,,,
101,24/02/2021,26825,24524,37,,,,,,,,
101,25/02/2021,26911,24670,37,,,,,,,,
102,19/02/2021,51796,48458,273,,,,,,,,
102,20/02/2021,51972,48675,275,,,,,,,,
102,21/02/2021,52139,48824,275,,,,,,,,
102,22/02/2021,52253,49031,277,,,,,,,,
102,23/02/2021,52459,49221,278,,,,,,,,
102,24/02/2021,52658,49402,278,,,,,,,,
102,25/02/2021,52970,49567,278,,,,,,,,
103,19/02/2021,28189,26051,94,,,,,,,,
103,20/02/2021,28313,26091,94,,,,,,,,
103,21/02/2021,28413,26182,94,,,,,,,,
103,22/02/2021,28499,26263,94,,,,,,,,
103,23/02/2021,28639,26339,95,,,,,,,,
103,24/02/2021,28765,26498,95,,,,,,,,
103,25/02/2021,28906,26541,95,,,,,,,,
104,19/02/2021,83711,77922,291,,,,,,,,
104,20/02/2021,84155,78702,291,,,,,,,,
104,21/02/2021,84489,78956,293,,,,,,,,
104,22/02/2021,84643,79287,295,,,,,,,,
104,23/02/2021,85051,79629,295,,,,,,,,
104,24/02/2021,85498,80531,298,,,,,,,,
104,25/02/2021,85809,80765,299,,,,,,,,
105,19/02/2021,76498,71318,195,,,,,,,,
105,20/02/2021,76765,71857,195,,,,,,,,
105,21/02/2021,77205,72069,195,,,,,,,,
105,22/02/2021,77350,72930,196,,,,,,,,
105,23/02/2021,77739,73307,196,,,,,,,,
105,24/02/2021,78093,73756,196,,,,,,,,
105,25/02/2021,78472,74432,198,,,,,,,,
106,19/02/2021,115488,110258,430,,,,,,,,
106,20/02/2021,116090,110917,432,,,,,,,,
106,21/02/2021,116642,111569,436,,,,,,,,
106,22/02/2021,117016,112186,439,,,,,,,,
106,23/02/2021,117373,112707,439,,,,,,,,
106,24/02/2021,117856,113449,442,,,,,,,,
106,25/02/2021,118336,113926,443,,,,,,,,
107,19/02/2021,114505,111093,403,,,,,,,,
107,20/02/2021,115034,111689,405,,,,,,,,
107,21/02/2021,115380,112224,405,,,,,,,,
107,22/02/2021,115609,112615,406,,,,,,,,
107,23/02/2021,115964,112887,407,,,,,,,,
107,24/02/2021,116293,113238,408,,,,,,,,
107,25/02/2021,116563,113646,411,,,,,,,,
108,19/02/2021,58352,54849,173,,,,,,,,
108,20/02/2021,58545,55013,173,,,,,,,,
108,21/02/2021,58674,55196,173,,,,,,,,
108,22/02/2021,58742,55347,173,,,,,,,,
108,23/02/2021,58889,55471,173,,,,,,,,
108,24/02/2021,58998,55814,173,,,,333000,,,,
